A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-1-18232-7,Positive,Neutral
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-1675-8,"I can't tell",Yes
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-3222-8,1,1.0
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-4509-8,yes,yes
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-7535-8,4,3.2
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-9757-8,5,4.33
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-10749-8,Male,male
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-12510-8,JULES,JULES
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-15670-8,false,False
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-17602-8,Information,Action
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-2-19751-8,Neutral,Neutral
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-1622-9,Yes,Yes
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-2893-9,1,1.0
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-5148-9,no,no
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-7500-9,5,3.8
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-9453-9,2,2.67
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-10139-9,Male,unsure
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-12980-9,MORGANE,MORGANE
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-14508-9,false,False
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-17479-9,Information,Dialogue
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-3-18284-9,Positive,Positive
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-4-372-10,No,"I can't tell"
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-4-4557-10,no,yes
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-4-6048-10,3,3.0
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-4-8554-10,4,4.33
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-4-11318-10,Male,male
A1Y0YGFBKVFVVD,A1Y0YGFBKVFVVD-4-13647-10,MARIN,MARIN
