A2ACM7E2DF0FBY,A2ACM7E2DF0FBY-1-11582-3,Male,male
A2ACM7E2DF0FBY,A2ACM7E2DF0FBY-2-10754-4,Male,male
A2ACM7E2DF0FBY,A2ACM7E2DF0FBY-3-10967-5,Male,male
A2ACM7E2DF0FBY,A2ACM7E2DF0FBY-4-10665-6,Male,male
A2ACM7E2DF0FBY,A2ACM7E2DF0FBY-5-10292-7,Male,male
A1UGBF713D1AGZ,A1UGBF713D1AGZ-1-11443-13,Unsure,unsure
A1UGBF713D1AGZ,A1UGBF713D1AGZ-1-8422-13,4,1.67
A1UGBF713D1AGZ,A1UGBF713D1AGZ-1-6734-13,3,3.8
A1UGBF713D1AGZ,A1UGBF713D1AGZ-1-16914-13,Information,Information
A1UGBF713D1AGZ,A1UGBF713D1AGZ-1-16081-13,Information,Information
A1UGBF713D1AGZ,A1UGBF713D1AGZ-1-839-13,No,"I can't tell"
A1UGBF713D1AGZ,A1UGBF713D1AGZ-1-4865-13,no,yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-11383-14,Male,male
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-11497-14,Female,female
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-14373-14,false,False
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-3931-14,2,1.25
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-19693-14,Neutral,Neutral
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-931-14,Yes,No
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-604-14,Yes,Yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-17388-14,Information,Information
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-1932-14,No,No
A1UGBF713D1AGZ,A1UGBF713D1AGZ-2-5485-14,no,no
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-11793-15,Male,male
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-11332-15,Male,male
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-14815-15,false,False
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-3765-15,3,1.25
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-18288-15,Positive,Positive
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-17327-15,Information,Action
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-17167-15,Action,Information
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-1761-15,Yes,Yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-777-15,Yes,Yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-3-4390-15,yes,yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-10926-16,Male,male
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-10156-16,Male,male
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-14968-16,false,False
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-13467-16,Marie,MARIE
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-18989-16,Neutral,Neutral
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-6429-16,4,4.0
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-247-16,Yes,Yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-17340-16,Action,Action
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-128-16,Yes,Yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-4-4520-16,yes,yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-11115-17,Female,female
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-11006-17,Male,male
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-3698-17,3,1.25
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-18582-17,Positive,Neutral
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-7874-17,4,3.4
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-7131-17,3,4.2
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-17853-17,Information,Exclude
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-17095-17,Information,Information
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-504-17,Yes,Yes
A1UGBF713D1AGZ,A1UGBF713D1AGZ-5-5787-17,no,yes
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-10025-18,Male,male
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-3159-18,1,1.0
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-3124-18,1,1.0
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-2222-18,7,7.0
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-8813-18,1,3.33
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-9241-18,1,3.33
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-17537-18,Dialogue,Action
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-74-18,Yes,Yes
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-17783-18,Dialogue,Information
AB4SWSQGKADYJ,AB4SWSQGKADYJ-1-5753-18,yes,yes
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-11028-19,Male,male
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-14798-19,false,False
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-3530-19,1,1.25
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-3826-19,1,1.25
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-18731-19,Negative,Neutral
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-6767-19,4,3.2
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-187-19,Yes,Yes
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-17347-19,Dialogue,Action
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-1080-19,Yes,Yes
AB4SWSQGKADYJ,AB4SWSQGKADYJ-2-4713-19,yes,yes
AB4SWSQGKADYJ,AB4SWSQGKADYJ-3-11315-20,Male,male
AB4SWSQGKADYJ,AB4SWSQGKADYJ-3-15215-20,true,False
AB4SWSQGKADYJ,AB4SWSQGKADYJ-3-2469-20,7,7.0
AB4SWSQGKADYJ,AB4SWSQGKADYJ-3-3758-20,1,1.25
